impl,graph_name,variant_or_mode,threads,runtime_seconds,total_levels,delta_unreached,source,directed,alpha,beta
ours,wiki-topcats,hybrid_omp,2,0.076438613,258,,0,1,8.0,64.0
ours,wiki-topcats,hybrid_omp,2,0.080635964,258,,0,1,14.0,16.0
ours,wiki-topcats,hybrid_omp,2,0.082813062,258,,0,1,10.0,8.0
ours,wiki-topcats,hybrid_omp,2,0.103098041,258,,0,1,14.0,24.0
ours,wiki-topcats,hybrid_omp,2,0.085072929,258,,0,1,10.0,16.0
ours,wiki-topcats,hybrid_omp,2,0.076834883,258,,0,1,14.0,32.0
ours,wiki-topcats,hybrid_omp,2,0.075952181,258,,0,1,10.0,24.0
ours,wiki-topcats,hybrid_omp,2,0.086781197,258,,0,1,14.0,48.0
ours,wiki-topcats,hybrid_omp,2,0.070380628,258,,0,1,10.0,32.0
ours,wiki-topcats,hybrid_omp,2,0.078266026,258,,0,1,14.0,64.0
ours,wiki-topcats,hybrid_omp,2,0.074899473,258,,0,1,10.0,48.0
ours,wiki-topcats,hybrid_omp,2,0.075313511,258,,0,1,16.0,8.0
ours,wiki-topcats,hybrid_omp,2,0.075958007,258,,0,1,10.0,64.0
ours,wiki-topcats,hybrid_omp,2,0.080819186,258,,0,1,16.0,16.0
ours,wiki-topcats,hybrid_omp,2,0.101363472,258,,0,1,12.0,8.0
ours,wiki-topcats,hybrid_omp,2,0.090676473,258,,0,1,16.0,24.0
ours,wiki-topcats,hybrid_omp,2,0.102802711,258,,0,1,12.0,16.0
ours,wiki-topcats,hybrid_omp,2,0.095951123,258,,0,1,16.0,32.0
ours,wiki-topcats,hybrid_omp,2,0.087051639,258,,0,1,12.0,24.0
ours,wiki-topcats,hybrid_omp,2,0.078010810,258,,0,1,16.0,48.0
ours,wiki-topcats,hybrid_omp,2,0.076832432,258,,0,1,12.0,32.0
ours,wiki-topcats,hybrid_omp,2,0.078388993,258,,0,1,16.0,64.0
ours,wiki-topcats,hybrid_omp,2,0.075215995,258,,0,1,12.0,48.0
ours,wiki-topcats,hybrid_omp,2,0.079920677,258,,0,1,20.0,8.0
ours,wiki-topcats,hybrid_omp,2,0.080306314,258,,0,1,12.0,64.0
ours,wiki-topcats,hybrid_omp,2,0.084686550,258,,0,1,20.0,16.0
ours,wiki-topcats,hybrid_omp,2,0.091425743,258,,0,1,14.0,8.0
ours,wiki-topcats,hybrid_omp,2,0.093010490,258,,0,1,20.0,24.0
ours,wiki-topcats,hybrid_omp,2,0.079953106,258,,0,1,14.0,16.0
ours,wiki-topcats,hybrid_omp,2,0.086287994,258,,0,1,20.0,32.0
ours,wiki-topcats,hybrid_omp,2,0.081281084,258,,0,1,14.0,24.0
ours,wiki-topcats,hybrid_omp,2,0.087106717,258,,0,1,20.0,48.0
ours,wiki-topcats,hybrid_omp,2,0.082636855,258,,0,1,14.0,32.0
ours,wiki-topcats,hybrid_omp,2,0.087804526,258,,0,1,20.0,64.0
ours,wiki-topcats,hybrid_omp,2,0.082311650,258,,0,1,14.0,48.0
ours,wiki-topcats,hybrid_omp,4,0.059741277,258,,0,1,4.0,8.0
ours,wiki-topcats,hybrid_omp,2,0.080323362,258,,0,1,14.0,64.0
ours,wiki-topcats,hybrid_omp,4,0.057625597,258,,0,1,4.0,16.0
ours,wiki-topcats,hybrid_omp,2,0.085600732,258,,0,1,16.0,8.0
ours,wiki-topcats,hybrid_omp,4,0.056019889,258,,0,1,4.0,24.0
ours,wiki-topcats,hybrid_omp,2,0.082975925,258,,0,1,16.0,16.0
ours,wiki-topcats,hybrid_omp,4,0.065699804,258,,0,1,4.0,32.0
ours,wiki-topcats,hybrid_omp,2,0.075382211,258,,0,1,16.0,24.0
ours,wiki-topcats,hybrid_omp,4,0.063220946,258,,0,1,4.0,48.0
ours,wiki-topcats,hybrid_omp,2,0.080967911,258,,0,1,16.0,32.0
ours,wiki-topcats,hybrid_omp,4,0.060407232,258,,0,1,4.0,64.0
ours,wiki-topcats,hybrid_omp,2,0.079445319,258,,0,1,16.0,48.0
ours,wiki-topcats,hybrid_omp,4,0.053412229,258,,0,1,6.0,8.0
ours,wiki-topcats,hybrid_omp,2,0.093020283,258,,0,1,16.0,64.0
ours,wiki-topcats,hybrid_omp,4,0.062707546,258,,0,1,6.0,16.0
ours,wiki-topcats,hybrid_omp,2,0.090380311,258,,0,1,20.0,8.0
ours,wiki-topcats,hybrid_omp,4,0.073799108,258,,0,1,6.0,24.0
ours,wiki-topcats,hybrid_omp,2,0.082293545,258,,0,1,20.0,16.0
ours,wiki-topcats,hybrid_omp,4,0.050459666,258,,0,1,6.0,32.0
ours,wiki-topcats,hybrid_omp,2,0.080985641,258,,0,1,20.0,24.0
ours,wiki-topcats,hybrid_omp,4,0.065948197,258,,0,1,6.0,48.0
ours,wiki-topcats,hybrid_omp,2,0.073746547,258,,0,1,20.0,32.0
ours,wiki-topcats,hybrid_omp,4,0.060280543,258,,0,1,6.0,64.0
ours,wiki-topcats,hybrid_omp,2,0.080765089,258,,0,1,20.0,48.0
ours,wiki-topcats,hybrid_omp,4,0.074937994,258,,0,1,8.0,8.0
ours,wiki-topcats,hybrid_omp,2,0.076849656,258,,0,1,20.0,64.0
ours,wiki-topcats,hybrid_omp,4,0.079300359,258,,0,1,8.0,16.0
ours,wiki-topcats,hybrid_omp,4,0.061515404,258,,0,1,4.0,8.0
ours,wiki-topcats,hybrid_omp,4,0.054016873,258,,0,1,8.0,24.0
ours,wiki-topcats,hybrid_omp,4,0.049323571,258,,0,1,4.0,16.0
ours,wiki-topcats,hybrid_omp,4,0.056507619,258,,0,1,8.0,32.0
ours,wiki-topcats,hybrid_omp,4,0.056744691,258,,0,1,4.0,24.0
ours,wiki-topcats,hybrid_omp,4,0.051817615,258,,0,1,8.0,48.0
ours,wiki-topcats,hybrid_omp,4,0.050734859,258,,0,1,4.0,32.0
ours,wiki-topcats,hybrid_omp,4,0.055737559,258,,0,1,8.0,64.0
ours,wiki-topcats,hybrid_omp,4,0.064825366,258,,0,1,4.0,48.0
ours,wiki-topcats,hybrid_omp,4,0.057310197,258,,0,1,10.0,8.0
ours,wiki-topcats,hybrid_omp,4,0.067868600,258,,0,1,4.0,64.0
ours,wiki-topcats,hybrid_omp,4,0.048887316,258,,0,1,10.0,16.0
ours,wiki-topcats,hybrid_omp,4,0.058717265,258,,0,1,6.0,8.0
ours,wiki-topcats,hybrid_omp,4,0.071737946,258,,0,1,10.0,24.0
ours,wiki-topcats,hybrid_omp,4,0.065255874,258,,0,1,6.0,16.0
ours,wiki-topcats,hybrid_omp,4,0.049053895,258,,0,1,10.0,32.0
ours,wiki-topcats,hybrid_omp,4,0.057817528,258,,0,1,6.0,24.0
ours,wiki-topcats,hybrid_omp,4,0.068829799,258,,0,1,10.0,48.0
ours,wiki-topcats,hybrid_omp,4,0.051185215,258,,0,1,6.0,32.0
ours,wiki-topcats,hybrid_omp,4,0.054675836,258,,0,1,10.0,64.0
ours,wiki-topcats,hybrid_omp,4,0.056608079,258,,0,1,6.0,48.0
ours,wiki-topcats,hybrid_omp,4,0.062812678,258,,0,1,12.0,8.0
ours,wiki-topcats,hybrid_omp,4,0.050604456,258,,0,1,6.0,64.0
ours,wiki-topcats,hybrid_omp,4,0.066919967,258,,0,1,12.0,16.0
ours,wiki-topcats,hybrid_omp,4,0.100011139,258,,0,1,8.0,8.0
ours,wiki-topcats,hybrid_omp,4,0.058422852,258,,0,1,12.0,24.0
ours,wiki-topcats,hybrid_omp,4,0.054735043,258,,0,1,8.0,16.0
ours,wiki-topcats,hybrid_omp,4,0.061446907,258,,0,1,12.0,32.0
ours,wiki-topcats,hybrid_omp,4,0.059443242,258,,0,1,8.0,24.0
ours,wiki-topcats,hybrid_omp,4,0.054796305,258,,0,1,12.0,48.0
ours,wiki-topcats,hybrid_omp,4,0.064331650,258,,0,1,8.0,32.0
ours,wiki-topcats,hybrid_omp,4,0.059827073,258,,0,1,12.0,64.0
ours,wiki-topcats,hybrid_omp,4,0.064400864,258,,0,1,8.0,48.0
ours,wiki-topcats,hybrid_omp,4,0.058658790,258,,0,1,14.0,8.0
ours,wiki-topcats,hybrid_omp,4,0.053847033,258,,0,1,8.0,64.0
ours,wiki-topcats,hybrid_omp,4,0.055083379,258,,0,1,14.0,16.0
ours,wiki-topcats,hybrid_omp,4,0.055378823,258,,0,1,10.0,8.0
ours,wiki-topcats,hybrid_omp,4,0.051475146,258,,0,1,14.0,24.0
ours,wiki-topcats,hybrid_omp,4,0.072163666,258,,0,1,10.0,16.0
ours,wiki-topcats,hybrid_omp,4,0.059404781,258,,0,1,14.0,32.0
ours,wiki-topcats,hybrid_omp,4,0.053177007,258,,0,1,10.0,24.0
ours,wiki-topcats,hybrid_omp,4,0.050704668,258,,0,1,14.0,48.0
ours,wiki-topcats,hybrid_omp,4,0.060907479,258,,0,1,10.0,32.0
ours,wiki-topcats,hybrid_omp,4,0.103484347,258,,0,1,14.0,64.0
ours,wiki-topcats,hybrid_omp,4,0.066469762,258,,0,1,10.0,48.0
ours,wiki-topcats,hybrid_omp,4,0.075352774,258,,0,1,16.0,8.0
ours,wiki-topcats,hybrid_omp,4,0.061425455,258,,0,1,10.0,64.0
ours,wiki-topcats,hybrid_omp,4,0.080071875,258,,0,1,16.0,16.0
ours,wiki-topcats,hybrid_omp,4,0.059606660,258,,0,1,12.0,8.0
ours,wiki-topcats,hybrid_omp,4,0.055344501,258,,0,1,16.0,24.0
ours,wiki-topcats,hybrid_omp,4,0.053756054,258,,0,1,12.0,16.0
ours,wiki-topcats,hybrid_omp,4,0.064774392,258,,0,1,16.0,32.0
ours,wiki-topcats,hybrid_omp,4,0.059092415,258,,0,1,12.0,24.0
ours,wiki-topcats,hybrid_omp,4,0.055537951,258,,0,1,16.0,48.0
ours,wiki-topcats,hybrid_omp,4,0.051554488,258,,0,1,12.0,32.0
ours,wiki-topcats,hybrid_omp,4,0.047778050,258,,0,1,16.0,64.0
ours,wiki-topcats,hybrid_omp,4,0.054609647,258,,0,1,12.0,48.0
ours,wiki-topcats,hybrid_omp,4,0.054500440,258,,0,1,20.0,8.0
ours,wiki-topcats,hybrid_omp,4,0.049754100,258,,0,1,12.0,64.0
ours,wiki-topcats,hybrid_omp,4,0.051138568,258,,0,1,20.0,16.0
ours,wiki-topcats,hybrid_omp,4,0.060881788,258,,0,1,14.0,8.0
ours,wiki-topcats,hybrid_omp,4,0.055335607,258,,0,1,20.0,24.0
ours,wiki-topcats,hybrid_omp,4,0.055681954,258,,0,1,14.0,16.0
ours,wiki-topcats,hybrid_omp,4,0.052053074,258,,0,1,20.0,32.0
ours,wiki-topcats,hybrid_omp,4,0.052571333,258,,0,1,14.0,24.0
ours,wiki-topcats,hybrid_omp,4,0.053620764,258,,0,1,20.0,48.0
ours,wiki-topcats,hybrid_omp,4,0.057929824,258,,0,1,14.0,32.0
ours,wiki-topcats,hybrid_omp,4,0.050558480,258,,0,1,20.0,64.0
ours,wiki-topcats,hybrid_omp,4,0.052660838,258,,0,1,14.0,48.0
ours,wiki-topcats,hybrid_omp,8,0.071021157,258,,0,1,4.0,8.0
ours,wiki-topcats,hybrid_omp,4,0.064931392,258,,0,1,14.0,64.0
ours,wiki-topcats,hybrid_omp,8,0.065247450,258,,0,1,4.0,16.0
ours,wiki-topcats,hybrid_omp,4,0.054905237,258,,0,1,16.0,8.0
ours,wiki-topcats,hybrid_omp,8,0.054978752,258,,0,1,4.0,24.0
ours,wiki-topcats,hybrid_omp,4,0.069666764,258,,0,1,16.0,16.0
ours,wiki-topcats,hybrid_omp,8,0.051622872,258,,0,1,4.0,32.0
ours,wiki-topcats,hybrid_omp,4,0.059749414,258,,0,1,16.0,24.0
ours,wiki-topcats,hybrid_omp,8,0.046640178,258,,0,1,4.0,48.0
ours,wiki-topcats,hybrid_omp,4,0.059139140,258,,0,1,16.0,32.0
ours,wiki-topcats,hybrid_omp,8,0.126291846,258,,0,1,4.0,64.0
ours,wiki-topcats,hybrid_omp,4,0.051879722,258,,0,1,16.0,48.0
ours,wiki-topcats,hybrid_omp,8,0.045645249,258,,0,1,6.0,8.0
ours,wiki-topcats,hybrid_omp,4,0.055790652,258,,0,1,16.0,64.0
ours,wiki-topcats,hybrid_omp,8,0.060391413,258,,0,1,6.0,16.0
ours,wiki-topcats,hybrid_omp,4,0.050770135,258,,0,1,20.0,8.0
ours,wiki-topcats,hybrid_omp,8,0.057592437,258,,0,1,6.0,24.0
ours,wiki-topcats,hybrid_omp,4,0.054955602,258,,0,1,20.0,16.0
ours,wiki-topcats,hybrid_omp,8,0.134188803,258,,0,1,6.0,32.0
ours,wiki-topcats,hybrid_omp,4,0.065025220,258,,0,1,20.0,24.0
ours,wiki-topcats,hybrid_omp,8,0.053256375,258,,0,1,6.0,48.0
ours,wiki-topcats,hybrid_omp,4,0.052277084,258,,0,1,20.0,32.0
ours,wiki-topcats,hybrid_omp,8,0.057231556,258,,0,1,6.0,64.0
ours,wiki-topcats,hybrid_omp,4,0.056241585,258,,0,1,20.0,48.0
ours,wiki-topcats,hybrid_omp,8,0.170323320,258,,0,1,8.0,8.0
ours,wiki-topcats,hybrid_omp,4,0.116158856,258,,0,1,20.0,64.0
ours,wiki-topcats,hybrid_omp,8,0.118470891,258,,0,1,8.0,16.0
ours,wiki-topcats,hybrid_omp,8,0.131660726,258,,0,1,4.0,8.0
ours,wiki-topcats,hybrid_omp,8,0.038168931,258,,0,1,8.0,24.0
ours,wiki-topcats,hybrid_omp,8,0.085811811,258,,0,1,4.0,16.0
ours,wiki-topcats,hybrid_omp,8,0.151026850,258,,0,1,8.0,32.0
ours,wiki-topcats,hybrid_omp,8,0.153520533,258,,0,1,4.0,24.0
ours,wiki-topcats,hybrid_omp,8,0.047564473,258,,0,1,8.0,48.0
ours,wiki-topcats,hybrid_omp,8,0.056620878,258,,0,1,4.0,32.0
ours,wiki-topcats,hybrid_omp,8,0.063044026,258,,0,1,8.0,64.0
ours,wiki-topcats,hybrid_omp,8,0.175383163,258,,0,1,4.0,48.0
ours,wiki-topcats,hybrid_omp,8,0.061014184,258,,0,1,10.0,8.0
ours,wiki-topcats,hybrid_omp,8,0.050047993,258,,0,1,4.0,64.0
ours,wiki-topcats,hybrid_omp,8,0.199883198,258,,0,1,10.0,16.0
ours,wiki-topcats,hybrid_omp,8,0.383883203,258,,0,1,6.0,8.0
ours,wiki-topcats,hybrid_omp,8,0.162044055,258,,0,1,10.0,24.0
ours,wiki-topcats,hybrid_omp,8,0.137761192,258,,0,1,6.0,16.0
ours,wiki-topcats,hybrid_omp,8,0.224575951,258,,0,1,10.0,32.0
ours,wiki-topcats,hybrid_omp,8,0.050952907,258,,0,1,6.0,24.0
ours,wiki-topcats,hybrid_omp,8,0.192334437,258,,0,1,10.0,48.0
ours,wiki-topcats,hybrid_omp,8,0.085392982,258,,0,1,6.0,32.0
ours,wiki-topcats,hybrid_omp,8,0.116143739,258,,0,1,10.0,64.0
ours,wiki-topcats,hybrid_omp,8,0.130279041,258,,0,1,6.0,48.0
ours,wiki-topcats,hybrid_omp,8,0.386679850,258,,0,1,12.0,8.0
ours,wiki-topcats,hybrid_omp,8,0.104190462,258,,0,1,6.0,64.0
ours,wiki-topcats,hybrid_omp,8,0.050470889,258,,0,1,12.0,16.0
ours,wiki-topcats,hybrid_omp,8,0.192869933,258,,0,1,8.0,8.0
ours,wiki-topcats,hybrid_omp,8,0.054625787,258,,0,1,12.0,24.0
ours,wiki-topcats,hybrid_omp,8,0.046069826,258,,0,1,8.0,16.0
ours,wiki-topcats,hybrid_omp,8,0.190577034,258,,0,1,12.0,32.0
ours,wiki-topcats,hybrid_omp,8,0.171455139,258,,0,1,8.0,24.0
ours,wiki-topcats,hybrid_omp,8,0.075547485,258,,0,1,12.0,48.0
ours,wiki-topcats,hybrid_omp,8,0.231183889,258,,0,1,8.0,32.0
ours,wiki-topcats,hybrid_omp,8,0.137812891,258,,0,1,12.0,64.0
ours,wiki-topcats,hybrid_omp,8,0.061152485,258,,0,1,8.0,48.0
ours,wiki-topcats,hybrid_omp,8,0.058546601,258,,0,1,14.0,8.0
ours,wiki-topcats,hybrid_omp,8,0.045920997,258,,0,1,8.0,64.0
ours,wiki-topcats,hybrid_omp,8,0.166152429,258,,0,1,14.0,16.0
ours,wiki-topcats,hybrid_omp,8,0.214151771,258,,0,1,10.0,8.0
ours,wiki-topcats,hybrid_omp,8,0.315720258,258,,0,1,14.0,24.0
ours,wiki-topcats,hybrid_omp,8,0.049937306,258,,0,1,10.0,16.0
ours,wiki-topcats,hybrid_omp,8,0.269686735,258,,0,1,14.0,32.0
ours,wiki-topcats,hybrid_omp,8,0.252993635,258,,0,1,10.0,24.0
ours,wiki-topcats,hybrid_omp,8,0.132779619,258,,0,1,14.0,48.0
ours,wiki-topcats,hybrid_omp,8,0.055989555,258,,0,1,10.0,32.0
ours,wiki-topcats,hybrid_omp,8,0.085843362,258,,0,1,14.0,64.0
ours,wiki-topcats,hybrid_omp,8,0.109276763,258,,0,1,10.0,48.0
ours,wiki-topcats,hybrid_omp,8,0.158567158,258,,0,1,16.0,8.0
ours,wiki-topcats,hybrid_omp,8,0.143145221,258,,0,1,10.0,64.0
ours,wiki-topcats,hybrid_omp,8,0.654187741,258,,0,1,16.0,16.0
ours,wiki-topcats,hybrid_omp,8,0.298061049,258,,0,1,12.0,8.0
ours,wiki-topcats,hybrid_omp,8,0.364946288,258,,0,1,12.0,16.0
ours,wiki-topcats,hybrid_omp,8,0.400687242,258,,0,1,16.0,24.0
ours,wiki-topcats,hybrid_omp,8,0.163852857,258,,0,1,16.0,32.0
ours,wiki-topcats,hybrid_omp,8,0.140877506,258,,0,1,12.0,24.0
ours,wiki-topcats,hybrid_omp,8,0.278444159,258,,0,1,16.0,48.0
ours,wiki-topcats,hybrid_omp,8,0.321135556,258,,0,1,12.0,32.0
ours,wiki-topcats,hybrid_omp,8,0.197430296,258,,0,1,16.0,64.0
ours,wiki-topcats,hybrid_omp,8,0.233824348,258,,0,1,12.0,48.0
ours,wiki-topcats,hybrid_omp,8,0.237961943,258,,0,1,20.0,8.0
ours,wiki-topcats,hybrid_omp,8,0.108900682,258,,0,1,12.0,64.0
ours,wiki-topcats,hybrid_omp,8,0.146506282,258,,0,1,20.0,16.0
ours,wiki-topcats,hybrid_omp,8,0.224221047,258,,0,1,14.0,8.0
ours,wiki-topcats,hybrid_omp,8,0.391456388,258,,0,1,14.0,16.0
ours,wiki-topcats,hybrid_omp,8,0.631071187,258,,0,1,20.0,24.0
ours,wiki-topcats,hybrid_omp,8,0.104766648,258,,0,1,14.0,24.0
ours,wiki-topcats,hybrid_omp,8,0.120965962,258,,0,1,20.0,32.0
ours,wiki-topcats,hybrid_omp,8,0.381906362,258,,0,1,14.0,32.0
ours,wiki-topcats,hybrid_omp,8,0.131046053,258,,0,1,20.0,48.0
ours,wiki-topcats,hybrid_omp,8,0.099797727,258,,0,1,20.0,64.0
ours,wiki-topcats,hybrid_omp,8,0.165285949,258,,0,1,14.0,48.0
ours,wiki-topcats,hybrid_omp,8,0.086954141,258,,0,1,14.0,64.0
ours,wiki-topcats,hybrid_omp,16,0.404212745,258,,0,1,4.0,8.0
ours,wiki-topcats,hybrid_omp,8,0.083433541,258,,0,1,16.0,8.0
ours,wiki-topcats,hybrid_omp,16,0.394001881,258,,0,1,4.0,16.0
ours,wiki-topcats,hybrid_omp,8,0.155851506,258,,0,1,16.0,16.0
ours,wiki-topcats,hybrid_omp,16,0.421692002,258,,0,1,4.0,24.0
ours,wiki-topcats,hybrid_omp,8,0.123582609,258,,0,1,16.0,24.0
ours,wiki-topcats,hybrid_omp,16,0.360346526,258,,0,1,4.0,32.0
ours,wiki-topcats,hybrid_omp,8,0.106094230,258,,0,1,16.0,32.0
ours,wiki-topcats,hybrid_omp,16,0.401021468,258,,0,1,4.0,48.0
ours,wiki-topcats,hybrid_omp,8,0.521069303,258,,0,1,16.0,48.0
ours,wiki-topcats,hybrid_omp,16,0.417443520,258,,0,1,4.0,64.0
ours,wiki-topcats,hybrid_omp,8,0.051701671,258,,0,1,16.0,64.0
ours,wiki-topcats,hybrid_omp,16,0.373086614,258,,0,1,6.0,8.0
ours,wiki-topcats,hybrid_omp,8,0.253039330,258,,0,1,20.0,8.0
ours,wiki-topcats,hybrid_omp,16,0.364008956,258,,0,1,6.0,16.0
ours,wiki-topcats,hybrid_omp,8,0.059926668,258,,0,1,20.0,16.0
ours,wiki-topcats,hybrid_omp,16,0.370856718,258,,0,1,6.0,24.0
ours,wiki-topcats,hybrid_omp,8,0.110005622,258,,0,1,20.0,24.0
ours,wiki-topcats,hybrid_omp,16,0.390753387,258,,0,1,6.0,32.0
ours,wiki-topcats,hybrid_omp,8,0.069693868,258,,0,1,20.0,32.0
ours,wiki-topcats,hybrid_omp,16,0.362738680,258,,0,1,6.0,48.0
ours,wiki-topcats,hybrid_omp,8,0.055598382,258,,0,1,20.0,48.0
ours,wiki-topcats,hybrid_omp,16,0.342738326,258,,0,1,6.0,64.0
ours,wiki-topcats,hybrid_omp,8,0.042684228,258,,0,1,20.0,64.0
ours,wiki-topcats,hybrid_omp,16,0.356988107,258,,0,1,8.0,8.0
ours,wiki-topcats,hybrid_omp,16,0.370924487,258,,0,1,4.0,8.0
ours,wiki-topcats,hybrid_omp,16,0.347739189,258,,0,1,8.0,16.0
ours,wiki-topcats,hybrid_omp,16,0.345172263,258,,0,1,4.0,16.0
ours,wiki-topcats,hybrid_omp,16,0.347096294,258,,0,1,8.0,24.0
ours,wiki-topcats,hybrid_omp,16,0.374555040,258,,0,1,4.0,24.0
ours,wiki-topcats,hybrid_omp,16,0.343009120,258,,0,1,8.0,32.0
ours,wiki-topcats,hybrid_omp,16,0.449480132,258,,0,1,4.0,32.0
ours,wiki-topcats,hybrid_omp,16,0.385195642,258,,0,1,8.0,48.0
ours,wiki-topcats,hybrid_omp,16,0.356077041,258,,0,1,4.0,48.0
ours,wiki-topcats,hybrid_omp,16,0.352193703,258,,0,1,8.0,64.0
ours,wiki-topcats,hybrid_omp,16,0.414304428,258,,0,1,4.0,64.0
ours,wiki-topcats,hybrid_omp,16,0.385474453,258,,0,1,10.0,8.0
ours,wiki-topcats,hybrid_omp,16,0.392005129,258,,0,1,6.0,8.0
ours,wiki-topcats,hybrid_omp,16,0.381231842,258,,0,1,10.0,16.0
ours,wiki-topcats,hybrid_omp,16,0.328011052,258,,0,1,6.0,16.0
ours,wiki-topcats,hybrid_omp,16,0.382321131,258,,0,1,10.0,24.0
ours,wiki-topcats,hybrid_omp,16,0.354842778,258,,0,1,6.0,24.0
ours,wiki-topcats,hybrid_omp,16,0.376289684,258,,0,1,10.0,32.0
ours,wiki-topcats,hybrid_omp,16,0.364815079,258,,0,1,6.0,32.0
ours,wiki-topcats,hybrid_omp,16,0.372139419,258,,0,1,10.0,48.0
ours,wiki-topcats,hybrid_omp,16,0.366446023,258,,0,1,6.0,48.0
ours,wiki-topcats,hybrid_omp,16,0.358929237,258,,0,1,10.0,64.0
ours,wiki-topcats,hybrid_omp,16,0.356705642,258,,0,1,6.0,64.0
ours,wiki-topcats,hybrid_omp,16,0.372342338,258,,0,1,12.0,8.0
ours,wiki-topcats,hybrid_omp,16,0.430610019,258,,0,1,8.0,8.0
ours,wiki-topcats,hybrid_omp,16,0.408868526,258,,0,1,12.0,16.0
ours,wiki-topcats,hybrid_omp,16,0.366617169,258,,0,1,8.0,16.0
ours,wiki-topcats,hybrid_omp,16,0.362047363,258,,0,1,12.0,24.0
ours,wiki-topcats,hybrid_omp,16,0.362351931,258,,0,1,8.0,24.0
ours,wiki-topcats,hybrid_omp,16,0.340331362,258,,0,1,12.0,32.0
ours,wiki-topcats,hybrid_omp,16,0.363539507,258,,0,1,8.0,32.0
ours,wiki-topcats,hybrid_omp,16,0.323307340,258,,0,1,12.0,48.0
ours,wiki-topcats,hybrid_omp,16,0.351236252,258,,0,1,8.0,48.0
ours,wiki-topcats,hybrid_omp,16,0.368429262,258,,0,1,12.0,64.0
ours,wiki-topcats,hybrid_omp,16,0.365039708,258,,0,1,8.0,64.0
ours,wiki-topcats,hybrid_omp,16,0.352040220,258,,0,1,14.0,8.0
ours,wiki-topcats,hybrid_omp,16,0.357843098,258,,0,1,10.0,8.0
ours,wiki-topcats,hybrid_omp,16,0.338483165,258,,0,1,14.0,16.0
ours,wiki-topcats,hybrid_omp,16,0.370468873,258,,0,1,10.0,16.0
ours,wiki-topcats,hybrid_omp,16,0.371186087,258,,0,1,14.0,24.0
ours,wiki-topcats,hybrid_omp,16,0.364148737,258,,0,1,10.0,24.0
ours,wiki-topcats,hybrid_omp,16,0.362003189,258,,0,1,14.0,32.0
ours,wiki-topcats,hybrid_omp,16,0.354975718,258,,0,1,10.0,32.0
ours,wiki-topcats,hybrid_omp,16,0.337882847,258,,0,1,14.0,48.0
ours,wiki-topcats,hybrid_omp,16,0.358463903,258,,0,1,10.0,48.0
ours,wiki-topcats,hybrid_omp,16,0.358223828,258,,0,1,14.0,64.0
ours,wiki-topcats,hybrid_omp,16,0.373686341,258,,0,1,10.0,64.0
ours,wiki-topcats,hybrid_omp,16,0.336717839,258,,0,1,16.0,8.0
ours,wiki-topcats,hybrid_omp,16,0.368347639,258,,0,1,12.0,8.0
ours,wiki-topcats,hybrid_omp,16,0.337986237,258,,0,1,16.0,16.0
ours,wiki-topcats,hybrid_omp,16,0.366218906,258,,0,1,12.0,16.0
ours,wiki-topcats,hybrid_omp,16,0.378871943,258,,0,1,16.0,24.0
ours,wiki-topcats,hybrid_omp,16,0.361314917,258,,0,1,12.0,24.0
ours,wiki-topcats,hybrid_omp,16,0.337693054,258,,0,1,16.0,32.0
ours,wiki-topcats,hybrid_omp,16,0.357005591,258,,0,1,12.0,32.0
ours,wiki-topcats,hybrid_omp,16,0.348845536,258,,0,1,16.0,48.0
ours,wiki-topcats,hybrid_omp,16,0.328748451,258,,0,1,12.0,48.0
ours,wiki-topcats,hybrid_omp,16,0.365565892,258,,0,1,16.0,64.0
ours,wiki-topcats,hybrid_omp,16,0.413410964,258,,0,1,12.0,64.0
ours,wiki-topcats,hybrid_omp,16,0.364491816,258,,0,1,20.0,8.0
ours,wiki-topcats,hybrid_omp,16,0.398100608,258,,0,1,14.0,8.0
ours,wiki-topcats,hybrid_omp,16,0.365136568,258,,0,1,20.0,16.0
ours,wiki-topcats,hybrid_omp,16,0.340333971,258,,0,1,14.0,16.0
ours,wiki-topcats,hybrid_omp,16,0.370385461,258,,0,1,20.0,24.0
ours,wiki-topcats,hybrid_omp,16,0.346509146,258,,0,1,14.0,24.0
ours,wiki-topcats,hybrid_omp,16,0.341342131,258,,0,1,20.0,32.0
ours,wiki-topcats,hybrid_omp,16,0.343777336,258,,0,1,14.0,32.0
ours,wiki-topcats,hybrid_omp,16,0.345359811,258,,0,1,20.0,48.0
ours,wiki-topcats,hybrid_omp,16,0.359708547,258,,0,1,14.0,48.0
ours,wiki-topcats,hybrid_omp,16,0.343498907,258,,0,1,20.0,64.0
ours,com-dblp.ungraph,seq,1,0.035284309,15,,0,0,14.0,24.0
ours,com-dblp.ungraph,topdown_omp,1,0.040070181,15,,0,0,14.0,24.0
ours,com-dblp.ungraph,topdown_omp,2,0.024838845,15,,0,0,14.0,24.0
ours,com-dblp.ungraph,topdown_omp,4,0.012691769,15,,0,0,14.0,24.0
ours,com-dblp.ungraph,topdown_omp,8,0.097510091,15,,0,0,14.0,24.0
ours,com-dblp.ungraph,topdown_omp,16,0.029050303,15,,0,0,14.0,24.0
ours,com-dblp.ungraph,hybrid_omp,1,0.023242316,15,,0,0,4.0,8.0
ours,com-dblp.ungraph,hybrid_omp,1,0.028164332,15,,0,0,4.0,16.0
